"Type","Party","Constitudency","Votes"
"National","others","NA238",103
"National","IND","NA238",95
"National","TLP","NA238",10594
"National","IPP","NA238",191
"National","IND","NA238",37
"National","IND","NA238",286
"National","IND","NA238",3413
"National","IND","NA237",206
"National","ANP","NA237",196
"National","PPP","NA237",40836
"National","IND","NA237",199
"National","others","NA237",307
"National","others","NA237",920
"National","IND","NA237",187
"National","IND","NA237",2115
"National","PML-N","NA237",8188
"National","IPP","NA237",215
"National","IND","NA237",95
"National","IND","NA237",3007
"National","IND","NA237",89
"National","IND","NA237",41
"National","IND","NA237",953
"National","IND","NA237",33321
"National","IND","NA237",1121
"National","JUI-P","NA237",22256
"National","IND","NA237",274
"National","IND","NA237",2397
"National","IND","NA237",201
"National","IND","NA237",35
"National","IND","NA237",109
"National","others","NA237",95
"National","IND","NA237",183
"National","TLP","NA237",8826
"National","IND","NA237",336
"National","MQM","NA237",15412
"National","IND","NA237",261
"National","IND","NA237",1868
"National","IND","NA237",57
"National","IND","NA237",106
"National","IND","NA237",163
"National","IND","NA237",81
"National","IND","NA237",29
"National","IND","NA237",24
"National","IND","NA236",1542
"National","others","NA236",1273
"National","PML-N","NA236",1574
"National","IND","NA236",611
"National","MQM","NA236",38871
"National","IND","NA236",1188
"National","IND","NA236",947
"National","others","NA236",628
"National","others","NA236",5765
"National","IND","NA236",4060
"National","IND","NA236",375
"National","IND","NA236",754
"National","IND","NA236",491
"National","GDA","NA236",683
"National","IND","NA236",1062
"National","others","NA236",609
"National","IND","NA236",426
"National","IND","NA236",422
"National","IND","NA236",326
"National","IND","NA236",333
"National","others","NA236",544
"National","IND","NA236",454
"National","IND","NA236",408
"National","IND","NA236",2254
"National","JI","NA236",21082
"National","IND","NA236",1225
"National","IND","NA236",1705
"National","IND","NA236",1449
"National","IND","NA236",1154
"National","TLP","NA236",2107
"National","PPP","NA236",32231
"National","IND","NA236",5132
"National","IND","NA236",3479
"National","IND","NA235",40
"National","IND","NA235",95
"National","others","NA235",62
"National","IND","NA235",59
"National","IND","NA235",37
"National","IND","NA235",1933
"National","IPP","NA235",203
"National","IND","NA235",14167
"National","IND","NA235",2548
"National","PML-N","NA235",5041
"National","others","NA235",14
"National","others","NA235",190
"National","IND","NA235",102
"National","IND","NA235",95
"National","IND","NA235",51
"National","PPP","NA235",11429
"National","others","NA235",1166
"National","MQM","NA235",20185
"National","IND","NA235",857
"National","others","NA235",508
"National","NDM","NA235",52
"National","TLP","NA235",1563
"National","IND","NA235",24
"National","JI","NA235",6652
"National","PMAP","NA235",27
"National","IND","NA235",158
"National","JI","NA234",12731
"National","IND","NA234",104
"National","GDA","NA234",206
"National","IPP","NA234",212
"National","IND","NA234",351
"National","IND","NA234",121
"National","PML-N","NA234",6664
"National","others","NA234",3256
"National","TLP","NA234",8733
"National","IND","NA234",2414
"National","IND","NA234",299
"National","IND","NA234",43774
"National","others","NA234",447
"National","IND","NA234",285
"National","IND","NA234",1052
"National","others","NA234",482
"National","PPP","NA234",17935
"National","others","NA234",196
"National","MQM","NA234",73687
"National","IND","NA234",133
"National","IND","NA233",3050
"National","IND","NA233",100
"National","others","NA233",3242
"National","IND","NA233",613
"National","IND","NA233",82
"National","PML-N","NA233",2801
"National","others","NA233",7090
"National","IND","NA233",4429
"National","others","NA233",391
"National","IND","NA233",167
"National","IND","NA233",589
"National","IND","NA233",208
"National","TLP","NA233",15298
"National","JI","NA233",29071
"National","IND","NA233",102
"National","IND","NA233",88
"National","IND","NA233",158
"National","JUI-N","NA233",190
"National","IND","NA233",281
"National","MQM","NA233",103967
"National","IND","NA233",58753
"National","IND","NA233",142
"National","IND","NA233",6739
"National","IND","NA233",934
"National","IND","NA233",465
"National","others","NA233",214
"National","PPP","NA233",7227
"National","IND","NA130",55
"National","IND","NA130",54
"National","PPP","NA130",2604
"National","IND","NA130",359
"National","IND","NA130",69
"National","IND","NA130",78
"National","IND","NA130",84
"National","others","NA130",2123
"National","JUI-P","NA130",1453
"National","MQM","NA130",102
"National","JI","NA130",3624
"National","IND","NA130",123
"National","IND","NA130",272
"National","TLP","NA130",20080
"National","IND","NA130",383
"National","PML-N","NA130",179310
"National","IND","NA130",449
"National","PTI","NA130",104485
"National","IND","NA34",169
"National","IND","NA34",401
"National","TLP","NA34",8460
"National","IND","NA34",4012
"National","JUI-P","NA34",26055
"National","IND","NA34",98
"National","IND","NA34",746
"National","IND","NA34",95692
"National","IND","NA34",866
"National","PTI-P","NA34",32698
"National","PPP","NA34",4157
"National","others","NA34",1256
"National","JI","NA34",4475
"National","PML-N","NA34",4068
"National","IND","NA34",1902
"National","ANP","NA34",22472
"National","IND","NA34",387
"National","others","NA34",181
"National","PTI-P","NA35",564
"National","IND","NA35",689
"National","IND","NA35",313
"National","IND","NA35",459
"National","IND","NA35",128491
"National","IND","NA35",144
"National","IND","NA35",1725
"National","PML-N","NA35",57184
"National","IND","NA35",132
"National","IND","NA35",686
"National","IND","NA35",388
"National","JUI-P","NA35",44278
"National","IND","NA35",271
"National","others","NA35",2945
"National","IND","NA35",1210
"National","TLP","NA35",1105
"National","IND","NA35",305
"National","ANP","NA35",1175
"National","ANP","NA40",434
"National","JI","NA40",1590
"National","IND","NA40",323
"National","IND","NA40",33852
"National","IND","NA40",3474
"National","IND","NA40",98
"National","IND","NA40",48
"National","NDM","NA40",32768
"National","others","NA40",15443
"National","IND","NA40",138
"National","PML-N","NA40",8925
"National","IND","NA40",233
"National","JUI-P","NA40",42994
"National","IND","NA40",406
"National","IND","NA40",735
"National","ANP","NA43",150
"National","JUI-P","NA43",62730
"National","IND","NA43",179
"National","PPP","NA43",5707
"National","IND","NA43",63556
"National","IND","NA43",100
"National","IND","NA43",152
"National","IND","NA43",106
"National","IND","NA43",71
"National","IND","NA43",213
"National","IND","NA43",9438
"National","IND","NA43",145
"National","IND","NA43",134
"National","IND","NA43",82
"National","IND","NA43",118
"National","IND","NA43",78
"National","IND","NA43",79
"National","PML-N","NA43",187
"National","JI","NA43",1415
"National","IND","NA43",122
"National","TLP","NA43",19979
"National","IND","NA43",98
"National","IND","NA44",123
"National","IND","NA44",317
"National","IND","NA44",1239
"National","IND","NA44",124
"National","IND","NA44",582
"National","PTI-P","NA44",4193
"National","IND","NA44",243
"National","IND","NA44",225
"National","PTI","NA44",93443
"National","JUI-P","NA44",59922
"National","IND","NA44",676
"National","PPP","NA44",35567
"National","IND","NA44",323
"National","TLP","NA44",9357
"National","IND","NA44",142
"National","JI","NA44",1185
"National","IND","NA44",81
"National","IND","NA44",1102
"National","IND","NA44",1659
"National","IND","NA44",233
"National","IND","NA45",234
"National","IND","NA45",516
"National","ANP","NA45",3445
"National","IND","NA45",23106
"National","IND","NA45",1438
"National","JUI-P","NA45",48343
"National","IND","NA45",2311
"National","PPP","NA45",56933
"National","JI","NA45",1808
"National","IND","NA45",1210
"National","IND","NA45",12547
"National","IND","NA45",226
"National","IND","NA46",49
"National","PML-N","NA46",81958
"National","IND","NA46",445
"National","IND","NA46",65
"National","IND","NA46",30
"National","IND","NA46",85
"National","IND","NA46",54
"National","IND","NA46",24
"National","IND","NA46",15
"National","PPP","NA46",7987
"National","IND","NA46",65
"National","PMAP","NA46",19
"National","IND","NA46",15
"National","IND","NA46",35
"National","IND","NA46",45
"National","ANP","NA46",61
"National","MQM","NA46",38
"National","IND","NA46",110
"National","IND","NA46",44317
"National","JUI-P","NA46",1828
"National","others","NA46",83
"National","TLP","NA46",5596
"National","IND","NA46",58
"National","IND","NA46",78
"National","IND","NA46",57
"National","IND","NA46",41
"National","IND","NA46",123
"National","others","NA46",130
"National","IND","NA46",379
"National","PAT","NA46",66
"National","others","NA46",1071
"National","IND","NA46",166
"National","IND","NA46",93
"National","IND","NA46",64
"National","others","NA46",46
"National","IND","NA46",5
"National","IND","NA46",5
"National","IND","NA46",16
"National","others","NA46",1122
"National","JI","NA46",1979
"National","IND","NA46",323
"National","others","NA46",24
"National","IND","NA46",13
"National","IND","NA47",733
"National","IND","NA47",231
"National","TLP","NA47",11308
"National","IND","NA47",192
"National","IND","NA47",57
"National","IND","NA47",163
"National","IND","NA47",50
"National","IND","NA47",1365
"National","IND","NA47",173
"National","PPP","NA47",14780
"National","others","NA47",396
"National","IND","NA47",213
"National","ANP","NA47",101
"National","MQM","NA47",79
"National","IND","NA47",107
"National","IND","NA47",2744
"National","PML-N","NA47",102502
"National","IND","NA47",240
"National","IND","NA47",81
"National","IND","NA47",27
"National","IND","NA47",432
"National","IND","NA47",1356
"National","others","NA47",2123
"National","IND","NA47",86396
"National","IND","NA47",487
"National","IND","NA47",409
"National","JI","NA47",7722
"National","others","NA47",1332
"National","IND","NA47",17916
"National","others","NA47",858
"National","IND","NA47",119
"National","IND","NA47",21
"National","IND","NA47",53
"National","IND","NA47",24
"National","IND","NA48",127
"National","TLP","NA48",13200
"National","IND","NA48",101
"National","IND","NA48",226
"National","PPP","NA48",2994
"National","IND","NA48",73
"National","others","NA48",3209
"National","IND","NA48",382
"National","IND","NA48",69699
"National","IND","NA48",143
"National","IND","NA48",235
"National","JI","NA48",802
"National","IND","NA48",231
"National","IND","NA48",997
"National","IND","NA48",59851
"National","IND","NA48",476
"National","others","NA48",78
"National","IND","NA48",53
"National","IND","NA48",62
"National","others","NA48",28
"National","IND","NA48",32
"National","IND","NA48",47
"National","others","NA48",126
"National","others","NA48",75
"National","IND","NA48",800
"National","IND","NA48",126
"National","IND","NA48",19
"National","IND","NA48",31
"National","IND","NA48",18572
"National","IND","NA48",48
"National","IND","NA48",106
"National","JI","NA48",8477
"National","IND","NA48",45
"National","IND","NA48",16
"National","others","NA48",45
"National","others","NA48",110
"National","others","NA49",4119
"National","JI","NA49",15547
"National","TLP","NA49",36413
"National","PPP","NA49",7119
"National","IND","NA49",1133
"National","PML-N","NA49",119727
"National","IND","NA49",110230
"National","others","NA49",951
"National","PAT","NA49",1718
"National","IND","NA49",19201
"National","IND","NA49",848
"National","IND","NA49",445
"National","JI","NA50",7185
"National","IND","NA50",2848
"National","IND","NA50",109189
"National","TLP","NA50",91709
"National","IND","NA50",3570
"National","IND","NA50",2048
"National","IND","NA50",390
"National","MQM","NA50",477
"National","PPP","NA50",64160
"National","IND","NA50",652
"National","JUI-P","NA50",877
"National","others","NA50",745
"National","IND","NA50",711
"National","IND","NA50",4287
"National","others","NA50",4014
"National","others","NA50",506
"National","IND","NA50",869
"National","PML-N","NA50",119075
"National","IND","NA50",935
"National","IND","NA50",1666
"National","IND","NA51",365
"National","IND","NA51",201
"National","PAT","NA51",557
"National","IND","NA51",264
"National","TLP","NA51",31809
"National","IND","NA51",850
"National","PML-N","NA51",149250
"National","IND","NA51",1173
"National","IND","NA51",2966
"National","IND","NA51",410
"National","IND","NA51",82
"National","IND","NA51",86
"National","IND","NA51",209
"National","IND","NA51",217
"National","IND","NA51",493
"National","IND","NA51",284
"National","IND","NA51",249
"National","IND","NA51",1503
"National","JI","NA51",59
"National","others","NA51",10041
"National","IND","NA51",280
"National","IND","NA51",1439
