"Type","Party","Constitudency","Votes"
"National","JI","NA158",1529
"National","TLP","NA158",18752
"National","IND","NA158",5142
"National","IND","NA158",103052
"National","IND","NA158",121
"National","IND","NA158",1672
"National","IND","NA158",246
"National","IND","NA158",210
"National","PPP","NA158",3393
"National","PAT","NA158",669
"National","IND","NA158",1456
"National","IND","NA159",1265
"National","IND","NA159",116198
"National","IND","NA159",349
"National","others","NA159",1727
"National","PML-N","NA159",96191
"National","IND","NA159",119
"National","JUI-P","NA159",4567
"National","IND","NA159",239
"National","IND","NA159",1778
"National","IND","NA159",333
"National","TLP","NA159",12658
"National","JI","NA159",1072
"National","IND","NA159",275
"National","IND","NA159",232
"National","PPP","NA159",26796
"National","IND","NA160",242
"National","TLP","NA160",21953
"National","IND","NA160",110294
"National","IND","NA160",258
"National","IND","NA160",383
"National","IND","NA160",874
"National","others","NA160",141
"National","PML-N","NA160",118116
"National","IND","NA160",354
"National","IND","NA160",465
"National","IND","NA160",8449
"National","TLP","NA161",25693
"National","IND","NA161",3617
"National","IND","NA161",586
"National","JI","NA161",11146
"National","others","NA161",936
"National","others","NA161",1162
"National","IND","NA161",611
"National","IND","NA161",110
"National","IND","NA161",262
"National","IND","NA161",185
"National","IND","NA161",81655
"National","IND","NA161",497
"National","PML-N","NA161",100649
"National","JUI-P","NA161",2567
"National","IND","NA161",621
"National","others","NA161",514
"National","IND","NA161",311
"National","IND","NA161",812
"National","PPP","NA161",9660
"National","IND","NA161",789
"National","PML-N","NA162",114284
"National","IND","NA162",580
"National","JI","NA162",948
"National","IND","NA162",1012
"National","IND","NA162",437
"National","IND","NA162",472
"National","IND","NA162",97871
"National","IND","NA162",192
"National","IND","NA162",70
"National","IND","NA162",1697
"National","IND","NA162",216
"National","IND","NA162",356
"National","TLP","NA162",14094
"National","IND","NA162",1641
"National","others","NA162",24440
"National","IND","NA162",255
"National","PPP","NA162",8720
"National","IND","NA163",3162
"National","PPP","NA163",5618
"National","others","NA163",840
"National","TLP","NA163",19271
"National","IND","NA163",1047
"National","others","NA163",5656
"National","IND","NA163",75115
"National","IND","NA163",161
"National","IND","NA163",132
"National","IND","NA163",41
"National","IND","NA163",1539
"National","others","NA163",84312
"National","IND","NA163",426
"National","JI","NA163",1598
"National","IND","NA163",557
"National","IND","NA163",222
"National","IND","NA163",302
"National","PML-N","NA163",72145
"National","JUI-P","NA163",2338
"National","JI","NA164",1963
"National","IND","NA164",266
"National","PPP","NA164",12565
"National","IND","NA164",608
"National","IND","NA164",253
"National","IND","NA164",7315
"National","TLP","NA164",9463
"National","IND","NA164",597
"National","IND","NA164",315
"National","others","NA164",1330
"National","IND","NA164",117140
"National","IND","NA164",1117
"National","PML-N","NA164",123360
"National","IND","NA165",108
"National","IND","NA165",50339
"National","PML-Q","NA165",116554
"National","IND","NA165",1237
"National","IND","NA165",564
"National","IND","NA165",105313
"National","JI","NA165",744
"National","IND","NA165",220
"National","PPP","NA165",3162
"National","IND","NA165",707
"National","TLP","NA165",11390
"National","IND","NA165",892
"National","JUI-P","NA165",1618
"National","IND","NA165",5224
"National","IND","NA165",913
"National","IND","NA166",48599
"National","IND","NA166",1486
"National","others","NA166",2033
"National","TLP","NA166",7630
"National","JUI-P","NA166",4865
"National","IND","NA166",1127
"National","IND","NA166",35394
"National","PML-N","NA166",62148
"National","PPP","NA166",48375
"National","others","NA166",172
"National","IND","NA166",416
"National","others","NA166",525
"National","IND","NA167",381
"National","PPP","NA167",23543
"National","IND","NA167",676
"National","IND","NA167",464
"National","IND","NA167",63670
"National","IND","NA167",35122
"National","TLP","NA167",11045
"National","JUI-P","NA167",5337
"National","PML-N","NA167",88503
"National","IND","NA167",2748
"National","IND","NA167",1061
"National","IND","NA168",251
"National","IND","NA168",129
"National","IND","NA168",321
"National","PML-Q","NA168",368
"National","PPP","NA168",9682
"National","IND","NA168",261
"National","IND","NA168",312
"National","IND","NA168",349
"National","IND","NA168",52270
"National","IND","NA168",161
"National","TLP","NA168",7791
"National","IND","NA168",203
"National","IND","NA168",187
"National","IND","NA168",106
"National","IND","NA168",156
"National","JI","NA168",6859
"National","IND","NA168",165
"National","IND","NA168",273
"National","IND","NA168",294
"National","others","NA168",1324
"National","JUI-P","NA168",3788
"National","IND","NA168",325
"National","PML-N","NA168",124529
"National","IND","NA168",685
"National","JUI-P","NA169",1331
"National","IND","NA169",2654
"National","IND","NA169",153
"National","IND","NA169",70677
"National","IND","NA169",5566
"National","IND","NA169",3507
"National","IND","NA169",375
"National","IND","NA169",817
"National","PML-N","NA169",73312
"National","PPP","NA169",80421
"National","IND","NA169",3580
"National","IND","NA169",3008
"National","JI","NA169",1315
"National","TLP","NA169",5245
"National","IND","NA169",2664
"National","TLP","NA170",6648
"National","IND","NA170",249
"National","IND","NA170",453
"National","PPP","NA170",35764
"National","PML-N","NA170",78615
"National","IND","NA170",249
"National","IND","NA170",620
"National","IND","NA170",152
"National","IND","NA170",2009
"National","JI","NA170",1757
"National","others","NA170",687
"National","others","NA170",786
"National","IND","NA170",1140
"National","IND","NA170",1759
"National","IND","NA170",113684
"National","IND","NA171",1609
"National","IND","NA171",405
"National","IND","NA171",461
"National","IND","NA171",1031
"National","JI","NA171",2387
"National","TLP","NA171",9146
"National","IND","NA171",1632
"National","PPP","NA171",49018
"National","PML-N","NA171",10645
"National","IND","NA171",56028
"National","IND","NA171",103832
"National","IND","NA172",1752
"National","JI","NA172",3933
"National","IND","NA172",129307
"National","PPP","NA172",20964
"National","IND","NA172",343
"National","IND","NA172",90
"National","others","NA172",925
"National","IND","NA172",267
"National","IND","NA172",302
"National","TLP","NA172",9240
"National","PML-N","NA172",84527
"National","JUI-N","NA172",1209
"National","TLP","NA173",9625
"National","IND","NA173",1787
"National","JI","NA173",1433
"National","others","NA173",543
"National","IND","NA173",1965
"National","IND","NA173",1052
"National","IND","NA173",2402
"National","IND","NA173",771
"National","PPP","NA173",83120
"National","IND","NA173",151
"National","IND","NA173",1171
"National","PML-N","NA173",47298
"National","IND","NA173",2242
"National","JUI-P","NA173",1939
"National","IND","NA173",700
"National","IND","NA173",80304
"National","IND","NA173",294
"National","IND","NA174",717
"National","TLP","NA174",8173
"National","IND","NA174",1130
"National","IND","NA174",658
"National","IND","NA174",489
"National","IND","NA174",518
"National","IND","NA174",67358
"National","JI","NA174",3045
"National","PPP","NA174",71559
"National","IND","NA174",2831
"National","IND","NA174",2049
"National","PML-N","NA174",78680
"National","IND","NA174",1113
"National","IND","NA174",16802
"National","IND","NA175",873
"National","IND","NA175",113253
"National","PML-N","NA175",47350
"National","IND","NA175",576
"National","others","NA175",142
"National","IND","NA175",78
"National","IND","NA175",2660
"National","JUI-P","NA175",1240
"National","IND","NA175",180
"National","IND","NA175",451
"National","IND","NA175",1740
"National","IND","NA175",690
"National","IND","NA175",6273
"National","MQM","NA175",189
"National","others","NA175",1660
"National","JI","NA175",1234
"National","IND","NA175",1230
"National","IND","NA175",166
"National","IND","NA175",218
"National","IND","NA175",770
"National","IND","NA175",1038
"National","IND","NA175",187
"National","TLP","NA175",9930
"National","IND","NA175",299
"National","PPP","NA175",71997
"National","IND","NA175",559
"National","IND","NA175",1703
"National","IND","NA176",32226
"National","IND","NA176",199
"National","IND","NA176",6544
"National","IND","NA176",166
"National","IND","NA176",694
"National","IND","NA176",212
"National","IND","NA176",1920
"National","IND","NA176",251
"National","IND","NA176",280
"National","TLP","NA176",15426
"National","IND","NA176",449
"National","IND","NA176",148
"National","IND","NA176",2811
"National","PML-N","NA176",43646
"National","IND","NA176",232
"National","others","NA176",148
"National","IND","NA176",1320
"National","IND","NA176",35518
"National","PPP","NA176",53801
"National","IND","NA176",31076
"National","IND","NA176",912
"National","IND","NA177",378
"National","IND","NA177",236
"National","TLP","NA177",15654
"National","IND","NA177",462
"National","IND","NA177",56
"National","IND","NA177",157
"National","JUI-P","NA177",4380
"National","PML-N","NA177",67964
"National","IND","NA177",1618
"National","IND","NA177",4176
"National","IND","NA177",109
"National","IND","NA177",5118
"National","IND","NA177",134
"National","IND","NA177",406
"National","IND","NA177",293
"National","JI","NA177",501
"National","IND","NA177",1200
"National","PPP","NA177",5798
"National","IND","NA177",312
"National","IND","NA177",123
"National","IND","NA177",113892
"National","IND","NA177",197
"National","IND","NA177",434
"National","IND","NA178",7148
"National","IND","NA178",812
"National","PML-N","NA178",113816
"National","JI","NA178",1101
"National","IND","NA178",87932
"National","JUI-N","NA178",415
"National","IND","NA178",822
"National","TLP","NA178",9944
"National","IND","NA178",481
"National","IND","NA178",1866
"National","IND","NA179",81
"National","IND","NA179",339
"National","IND","NA179",96
"National","IND","NA179",29
"National","TLP","NA179",7054
"National","IND","NA179",1896
"National","JI","NA179",597
"National","IND","NA179",46
"National","IND","NA179",2533
"National","others","NA179",157
"National","others","NA179",542
"National","others","NA179",506
"National","IND","NA179",86
"National","IND","NA179",66
"National","IND","NA179",139
"National","IND","NA179",54
"National","PPP","NA179",3091
"National","IND","NA179",153
"National","IND","NA179",105
"National","IND","NA179",78097
"National","IND","NA179",67
"National","IND","NA179",411
"National","PML-N","NA179",62021
"National","IND","NA180",1028
"National","TLP","NA180",18960
"National","IND","NA180",496
"National","IND","NA180",813
"National","PPP","NA180",49461
"National","IND","NA180",79
"National","IND","NA180",3361
"National","others","NA180",109
"National","PML-N","NA180",15633
"National","IND","NA180",430
"National","IND","NA180",80
"National","others","NA180",2037
"National","IND","NA180",96220
"National","IND","NA180",1149
"National","IND","NA180",669
"National","IND","NA180",392
"National","IND","NA180",918
"National","IND","NA180",522
"National","IND","NA180",60
"National","IND","NA180",505
"National","IND","NA180",2732
"National","IND","NA180",105
"National","IND","NA180",202
"National","IND","NA180",1624
"National","IND","NA180",91
"National","IND","NA180",191
"National","IND","NA180",821
"National","IND","NA181",794
"National","PML-N","NA181",95081
"National","IND","NA181",480
"National","IND","NA181",11895
"National","IND","NA181",990
"National","IND","NA181",1327
"National","IND","NA181",120499
"National","PPP","NA181",70912
"National","IND","NA181",1693
"National","IND","NA181",5883
"National","IPP","NA181",2025
"National","TLP","NA181",15385
"National","others","NA181",743
"National","IND","NA181",677
"National","IND","NA182",12224
"National","PAT","NA182",627
"National","IND","NA182",141869
"National","IND","NA182",536
"National","PML-N","NA182",118654
"National","others","NA182",478
"National","IND","NA182",1852
"National","PPP","NA182",21365
"National","TLP","NA182",10588
"National","IND","NA182",3327
"National","IND","NA182",8387
"National","IND","NA182",730
"National","IND","NA183",220
"National","IND","NA183",134048
"National","JUI-P","NA183",14219
"National","others","NA183",1340
"National","IND","NA183",351
"National","IND","NA183",76
"National","BNP","NA183",2611
"National","IND","NA183",3342
"National","IND","NA183",140
"National","IND","NA183",1458
"National","IND","NA183",1305
"National","PML-N","NA183",87203
"National","IND","NA183",130
"National","IND","NA183",220
"National","IND","NA183",621
"National","TLP","NA183",4850
"National","IND","NA183",4016
"National","JI","NA183",5535
"National","others","NA184",749
"National","IND","NA184",710
"National","IND","NA184",454
"National","IND","NA184",507
"National","IND","NA184",8634
"National","JI","NA184",2542
"National","JUI-P","NA184",2606
"National","PML-N","NA184",110999
"National","TLP","NA184",8824
"National","IND","NA184",109796
"National","IND","NA184",699
"National","IND","NA184",173
"National","MQM","NA185",147
"National","IND","NA185",3586
"National","IND","NA185",77
"National","others","NA185",189
"National","TLP","NA185",3739
"National","IND","NA185",541
"National","IND","NA185",94881
"National","PPP","NA185",26621
"National","IND","NA185",1724
"National","JI","NA185",3561
"National","IND","NA185",218
"National","others","NA185",921
"National","others","NA185",347
"National","JUI-P","NA185",3171
"National","IND","NA185",206
"National","IND","NA185",119
"National","IND","NA185",3116
"National","IND","NA185",316
"National","IND","NA185",32929
"National","IND","NA185",67
"National","IND","NA186",235
"National","IND","NA186",97949
"National","IND","NA186",308
"National","IND","NA186",1355
"National","PML-N","NA186",99870
"National","PPP","NA186",4079
"National","IND","NA186",299
"National","IND","NA186",237
"National","TLP","NA186",3429
"National","IND","NA186",89
"National","IND","NA186",223
"National","IND","NA186",221
"National","IND","NA186",193
"National","IND","NA186",326
"National","IND","NA186",249
"National","JI","NA186",1545
"National","JUI-P","NA186",1436
"National","IND","NA187",218
"National","IND","NA187",643
"National","PPP","NA187",18297
"National","IND","NA187",214
"National","IND","NA187",375
"National","IND","NA187",418
"National","IND","NA187",115
"National","IND","NA187",447
"National","IND","NA187",10170
"National","IND","NA187",641
"National","IND","NA187",229
"National","IND","NA187",103
"National","JWP","NA187",1697
"National","JI","NA187",2800
"National","PML-N","NA187",78539
"National","TLP","NA187",4379
"National","IND","NA187",206
"National","IND","NA187",67284
"National","PML-N","NA188",85936
"National","IND","NA188",70206
"National","IND","NA188",376
"National","IND","NA188",224
"National","IND","NA188",495
"National","TLP","NA188",3452
"National","IND","NA188",421
"National","PPP","NA188",13579
"National","IND","NA188",267
"National","JI","NA188",6738
"National","IND","NA189",2419
"National","IND","NA189",10798
"National","PML-N","NA189",72584
"National","IND","NA189",914
"National","IND","NA189",429
"National","IND","NA189",83074
"National","IND","NA189",1136
"National","JI","NA189",1842
"National","IND","NA189",2274
"National","TLP","NA189",5427
"National","JUI-P","NA189",2331
"National","IND","NA189",1193
"National","PPP","NA190",126302
"National","IND","NA190",724
"National","IND","NA190",2271
"National","IND","NA190",600
"National","IND","NA190",703
"National","IND","NA190",716
"National","IND","NA190",528
"National","IND","NA190",1064
"National","IND","NA190",60088
"National","IND","NA190",1165
"National","IND","NA190",483
"National","IND","NA190",149
"National","JI","NA190",1424
"National","TLP","NA190",2870
"National","IND","NA191",594
"National","JI","NA191",3123
"National","JUI-P","NA191",100652
"National","IND","NA191",831
"National","IND","NA191",812
"National","PPP","NA191",103962
"National","IND","NA191",131
"National","IND","NA191",684
"National","IND","NA191",295
"National","IND","NA191",1011
"National","IND","NA191",1286
"National","IPP","NA191",191
"National","TLP","NA191",872
"National","IND","NA191",103
"National","IND","NA192",303
"National","IND","NA192",1750
"National","IND","NA192",699
"National","JI","NA192",762
"National","IND","NA192",2125
"National","JUI-P","NA192",76864
"National","TLP","NA192",554
"National","IND","NA192",956
"National","IND","NA192",1679
"National","PPP","NA192",125197
"National","IND","NA192",1645
"National","others","NA193",240
"National","IND","NA193",651
"National","IND","NA193",2079
"National","IND","NA193",440
"National","TLP","NA193",2035
"National","IND","NA193",274
"National","JUI-P","NA193",56153
"National","IND","NA193",3512
"National","MQM","NA193",348
"National","IND","NA193",697
"National","PPP","NA193",131082
"National","JI","NA193",2097
"National","IND","NA193",287
"National","others","NA193",2871
"National","IND","NA194",1130
"National","PPP","NA194",135112
"National","JUI-P","NA194",35311
"National","MQM","NA194",1058
"National","IND","NA194",5049
"National","JUI-N","NA194",454
"National","PAT","NA194",463
"National","JI","NA194",2036
"National","TLP","NA195",3585
"National","IND","NA195",142
"National","IND","NA195",1081
"National","GDA","NA195",48893
"National","IND","NA195",384
"National","IND","NA195",578
"National","MQM","NA195",480
"National","IND","NA195",262
"National","PPP","NA195",133830
"National","MQM","NA196",368
"National","PPP","NA196",85370
"National","IND","NA196",140
"National","IND","NA196",2465
"National","IND","NA196",319
"National","TLP","NA196",2706
"National","JI","NA196",1389
"National","others","NA196",476
"National","IND","NA196",375
"National","IND","NA196",971
"National","JUI-P","NA196",34499
"National","IND","NA196",5624
"National","others","NA196",677
"National","MQM","NA197",589
"National","others","NA197",275
"National","IND","NA197",593
"National","IND","NA197",1052
"National","IND","NA197",262
"National","IND","NA197",217
"National","TLP","NA197",5652
"National","others","NA197",3404
"National","JUI-P","NA197",24199
"National","PPP","NA197",88130
"National","IND","NA197",499
"National","IND","NA198",1175
"National","PPP","NA198",120259
"National","IND","NA198",163
"National","IND","NA198",4012
"National","IND","NA198",135
"National","IND","NA198",1717
"National","IND","NA198",90629
"National","IND","NA198",10755
"National","TLP","NA198",2605
"National","IND","NA198",825
"National","MQM","NA198",901
"National","JI","NA198",575
"National","IND","NA198",1571
"National","IND","NA199",795
"National","IND","NA199",248
"National","JI","NA199",800
"National","IND","NA199",552
"National","JUI-P","NA199",40204
"National","PPP","NA199",154832
"National","IND","NA199",2833
"National","MQM","NA199",291
"National","TLP","NA199",5192
"National","IND","NA200",167
"National","IND","NA200",105
"National","IND","NA200",106
"National","JI","NA200",4713
"National","IND","NA200",219
"National","GDA","NA200",41911
"National","IND","NA200",134
"National","IND","NA200",167
"National","TLP","NA200",3159
"National","IND","NA200",720
"National","IND","NA200",120
"National","IND","NA200",250
"National","IND","NA200",251
"National","IND","NA200",266
"National","IND","NA200",885
"National","IND","NA200",179
"National","others","NA200",125
"National","IND","NA200",885
"National","others","NA200",952
"National","IND","NA200",19409
"National","others","NA200",273
"National","IND","NA200",79
"National","IND","NA200",885
"National","PPP","NA200",97088
"National","IND","NA200",100
"National","IND","NA201",189
"National","TLP","NA201",2911
"National","JI","NA201",2434
"National","PPP","NA201",120219
"National","IND","NA201",193
"National","IND","NA201",164
"National","IND","NA201",492
"National","IND","NA201",139
"National","MQM","NA201",665
"National","IND","NA201",536
"National","others","NA201",721
"National","JUI-P","NA201",53302
"National","IND","NA202",580
"National","IND","NA202",8337
"National","MQM","NA202",206
"National","IND","NA202",2253
"National","IND","NA202",90
"National","IND","NA202",258
"National","GDA","NA202",28613
"National","IND","NA202",51
"National","IND","NA202",1284
"National","IND","NA202",94
"National","IND","NA202",107
"National","JI","NA202",1628
"National","PPP","NA202",146083
"National","IND","NA202",125
"National","IND","NA203",93
"National","IND","NA203",258
"National","IND","NA203",4571
"National","PPP","NA203",128830
"National","GDA","NA203",98236
"National","IND","NA203",622
"National","IND","NA203",318
"National","JI","NA203",174
"National","IND","NA203",89
"National","TLP","NA203",1274
"National","IND","NA203",181
"National","IND","NA203",58
"National","IND","NA203",14
"National","others","NA203",9
"National","IND","NA204",551
"National","IND","NA204",173
"National","others","NA204",1175
"National","PPP","NA204",112249
"National","IND","NA204",152
"National","IND","NA204",277
"National","IND","NA204",3695
"National","IND","NA204",240
"National","IND","NA204",81
"National","IND","NA204",604
"National","GDA","NA204",87501
"National","IND","NA204",164
"National","IND","NA204",549
"National","IND","NA205",2669
"National","PML-N","NA205",54404
"National","IND","NA205",3320
"National","PPP","NA205",122675
"National","IND","NA205",189
"National","IND","NA205",63
"National","IND","NA205",138
"National","IND","NA205",575
"National","IND","NA205",114
"National","IND","NA205",43
"National","IND","NA205",101
"National","IND","NA205",1283
"National","MQM","NA205",455
"National","IND","NA205",25973
"National","IND","NA205",68
"National","IND","NA205",119
"National","TLP","NA205",2694
"National","others","NA205",174
"National","IND","NA206",1669
"National","IND","NA206",1613
"National","PPP","NA206",131161
"National","IND","NA206",735
"National","IND","NA206",191
"National","others","NA206",1271
"National","IND","NA206",111
"National","IND","NA206",416
"National","MQM","NA206",431
"National","GDA","NA206",77117
"National","TLP","NA206",3793
"National","JI","NA206",1583
"National","IND","NA206",135
"National","IND","NA206",146
"National","IND","NA206",83
"National","PPP","NA207",146989
"National","IND","NA207",392
"National","IND","NA207",51916
"National","TLP","NA207",7633
"National","IND","NA207",3066
"National","IND","NA207",166
"National","IND","NA207",168
"National","IND","NA207",151
"National","others","NA207",288
"National","IND","NA207",336
"National","IND","NA207",1894
"National","IND","NA207",179
"National","IND","NA207",1548
"National","IND","NA208",992
"National","JUI-P","NA208",264
"National","IND","NA208",53
"National","IND","NA208",139
"National","IND","NA208",237
"National","others","NA208",589
"National","GDA","NA208",58785
"National","IND","NA208",4866
"National","PPP","NA208",125565
"National","IND","NA208",39
"National","TLP","NA208",2385
"National","IND","NA208",580
"National","IND","NA208",786
"National","IND","NA208",181
"National","IND","NA208",6415
"National","IND","NA208",182
"National","IND","NA208",2586
"National","JI","NA208",1013
"National","MQM","NA208",407
"National","IND","NA209",69
"National","IND","NA209",76
"National","IND","NA209",4071
"National","IND","NA209",502
"National","PPP","NA209",156002
"National","TLP","NA209",898
"National","IND","NA209",41
"National","IND","NA209",40
"National","JI","NA209",1106
"National","IND","NA209",66
"National","IND","NA209",194
"National","GDA","NA209",139604
"National","IND","NA209",1491
"National","IND","NA209",210
"National","IND","NA209",11
"National","MQM","NA209",92
"National","others","NA210",599
"National","IND","NA210",1474
"National","GDA","NA210",108194
"National","PPP","NA210",150195
"National","IND","NA210",1007
"National","IND","NA210",342
"National","JI","NA210",3407
"National","IND","NA210",264
"National","IND","NA210",1142
"National","MQM","NA210",485
"National","IND","NA210",7834
"National","IND","NA210",127
"National","IND","NA211",46
"National","IND","NA211",295
"National","PPP","NA211",84512
"National","JI","NA211",3950
"National","IND","NA211",3098
"National","IND","NA211",490
"National","IND","NA211",1648
"National","IND","NA211",22524
"National","others","NA211",703
"National","IND","NA211",338
"National","IND","NA211",1528
"National","IND","NA211",53880
"National","PML-N","NA211",1043
"National","others","NA211",200
"National","IND","NA211",285
"National","IND","NA211",692
"National","IND","NA212",189
"National","IND","NA212",791
"National","IND","NA212",45321
"National","JUI-P","NA212",456
"National","IND","NA212",20974
"National","JI","NA212",2106
"National","TLP","NA212",2993
"National","IND","NA212",816
"National","IND","NA212",894
"National","PPP","NA212",121972
"National","IND","NA213",3215
"National","IND","NA213",111
"National","IND","NA213",446
"National","MQM","NA213",1542
"National","IND","NA213",589
"National","IND","NA213",4209
"National","IND","NA213",622
"National","IND","NA213",449
"National","IND","NA213",247
"National","IND","NA213",628
"National","IND","NA213",37958
"National","IND","NA213",1218
"National","JI","NA213",1230
"National","IND","NA213",335
"National","IND","NA213",528
"National","TLP","NA213",5997
"National","PML-N","NA213",44847
"National","IND","NA213",1058
"National","PPP","NA213",175162
"National","IND","NA214",366
"National","PPP","NA214",129992
"National","IND","NA214",866
"National","IND","NA214",83
"National","GDA","NA214",60245
"National","JUI-P","NA214",1686
"National","TLP","NA214",880
"National","IND","NA214",16844
"National","IND","NA214",345
"National","IND","NA214",93
"National","IND","NA214",97
"National","IND","NA215",1220
"National","IND","NA215",145
"National","IND","NA215",67
"National","IND","NA215",2151
"National","IND","NA215",336
"National","GDA","NA215",113346
"National","IND","NA215",99
"National","IND","NA215",884
"National","JUI-P","NA215",2259
"National","IND","NA215",47
"National","IND","NA215",82
"National","MQM","NA215",275
"National","IND","NA215",1146
"National","IND","NA215",3549
"National","IND","NA215",480
"National","IND","NA215",6738
"National","PPP","NA215",132061
"National","JI","NA215",979
"National","IND","NA215",149
"National","IND","NA215",651
"National","IND","NA216",373
"National","others","NA216",335
"National","PML-N","NA216",80439
"National","IND","NA216",669
"National","IND","NA216",2616
"National","IND","NA216",459
"National","IND","NA216",89
"National","JI","NA216",2142
"National","IND","NA216",431
"National","PPP","NA216",124536
"National","IND","NA216",4045
"National","IND","NA216",180
"National","IND","NA217",153
"National","IND","NA217",173
"National","JI","NA217",1416
"National","PPP","NA217",119530
"National","others","NA217",330
"National","GDA","NA217",73778
"National","IND","NA217",778
"National","IND","NA217",6006
"National","IND","NA217",241
"National","IND","NA217",108
"National","IND","NA217",194
"National","TLP","NA217",3219
"National","IND","NA217",807
"National","others","NA217",1528
"National","IND","NA217",262
"National","JI","NA218",5139
"National","IND","NA218",2077
"National","PPP","NA218",108597
"National","IND","NA218",978
"National","IND","NA218",2936
"National","IND","NA218",746
"National","GDA","NA218",7942
"National","JUI-N","NA218",507
"National","TLP","NA218",2749
"National","others","NA218",989
"National","MQM","NA218",742
"National","IND","NA219",63
"National","IND","NA219",98
"National","IND","NA219",125
"National","IND","NA219",66
"National","IND","NA219",108
"National","IND","NA219",250
"National","PML-N","NA219",1576
"National","others","NA219",211
"National","IND","NA219",81
"National","IND","NA219",113
"National","IND","NA219",498
"National","IND","NA219",58
"National","IND","NA219",62
"National","IND","NA219",157
"National","IND","NA219",469
"National","IND","NA219",374
"National","IND","NA219",392
"National","IND","NA219",160
"National","IND","NA219",342
"National","MQM","NA219",55050
"National","IND","NA219",102
"National","IND","NA219",53
"National","IND","NA219",63
"National","IND","NA219",354
"National","PPP","NA219",26649
"National","IND","NA219",211
"National","PMAP","NA219",66
"National","IND","NA219",700
"National","IND","NA219",108
"National","IND","NA219",32
"National","others","NA219",658
"National","TLP","NA219",5806
"National","IND","NA219",6373
"National","JUI-N","NA219",179
"National","IND","NA219",127
"National","IND","NA219",38315
"National","JI","NA219",4675
"National","JUI-N","NA220",341
"National","JUI-S","NA220",869
"National","IND","NA220",187
"National","IND","NA220",121
"National","IND","NA220",96
"National","PML-N","NA220",1969
"National","IND","NA220",101
"National","IND","NA220",3884
"National","others","NA220",1401
"National","MQM","NA220",64531
"National","IND","NA220",488
"National","IND","NA220",528
"National","others","NA220",565
"National","IND","NA220",707
"National","IND","NA220",179
"National","JI","NA220",4365
"National","IND","NA220",166
"National","IND","NA220",4473
"National","TLP","NA220",7584
"National","IND","NA220",52025
"National","IND","NA220",92
"National","IND","NA220",58
"National","IND","NA220",42
"National","IND","NA220",217
"National","IND","NA220",427
"National","IND","NA220",214
"National","others","NA220",144
"National","IND","NA220",51
"National","IND","NA220",159
"National","IND","NA220",1096
"National","IND","NA220",145
"National","PPP","NA220",28099
"National","others","NA221",7857
"National","JI","NA221",2025
"National","MQM","NA221",392
"National","TLP","NA221",4143
"National","IND","NA221",1128
"National","PPP","NA221",110892
"National","IND","NA221",318
"National","IND","NA221",1417
"National","IND","NA221",186
"National","IND","NA221",155
"National","IND","NA221",238
"National","IND","NA221",113
"National","IND","NA221",7975
"National","IND","NA221",1103
"National","IND","NA221",294
"National","IND","NA221",23810
"National","GDA","NA221",714
"National","IND","NA222",411
"National","JUI-P","NA222",954
"National","TLP","NA222",1671
"National","IND","NA222",1577
"National","IND","NA222",6932
"National","JI","NA222",1122
"National","others","NA222",3587
"National","IND","NA222",524
"National","others","NA222",453
"National","IND","NA222",82
"National","IND","NA222",345
"National","IND","NA222",666
"National","GDA","NA222",67010
"National","PPP","NA222",113916
"National","IND","NA222",503
"National","IND","NA223",154
"National","MQM","NA223",581
"National","PPP","NA223",115681
"National","IND","NA223",675
"National","IND","NA223",453
"National","IND","NA223",2576
"National","IND","NA223",620
"National","JUI-P","NA223",5830
"National","IND","NA223",2480
"National","IND","NA223",121
"National","IND","NA223",5301
"National","IND","NA223",559
"National","others","NA223",1460
"National","GDA","NA223",79152
"National","TLP","NA223",3759
"National","JI","NA223",2080
"National","PPP","NA224",134006
"National","IND","NA224",547
"National","IND","NA224",6301
"National","TLP","NA224",9677
"National","IND","NA224",5533
"National","MQM","NA224",891
"National","IND","NA224",11014
"National","IND","NA224",2716
"National","JUI-P","NA224",15314
"National","JI","NA225",4100
"National","IND","NA225",507
"National","PML-N","NA225",28899
"National","IND","NA225",6324
"National","IND","NA225",468
"National","PPP","NA225",140773
"National","IND","NA225",628
"National","MQM","NA225",764
"National","IND","NA225",545
"National","IND","NA225",3240
"National","IND","NA225",453
"National","IND","NA226",7891
"National","IND","NA226",2681
"National","IND","NA226",820
"National","GDA","NA226",30876
"National","others","NA226",743
"National","IND","NA226",5795
"National","TLP","NA226",3983
"National","IND","NA226",1765
"National","PPP","NA226",165044
"National","IND","NA226",2407
"National","IND","NA226",334
"National","IND","NA227",97
"National","IND","NA227",165
"National","JUI-P","NA227",1848
"National","MQM","NA227",686
"National","IND","NA227",684
"National","PPP","NA227",104013
"National","IND","NA227",404
"National","GDA","NA227",93956
"National","IND","NA227",483
"National","IND","NA227",481
"National","IND","NA227",1956
"National","IND","NA227",247
"National","JUI-P","NA228",1774
"National","IND","NA228",873
"National","IND","NA228",1733
"National","IND","NA228",3394
"National","TLP","NA228",6678
"National","PPP","NA228",98451
"National","IND","NA228",278
"National","IND","NA228",1017
"National","IND","NA228",184
"National","JI","NA228",697
"National","MQM","NA228",374
"National","GDA","NA228",49103
"National","IND","NA228",3989
"National","IND","NA228",403
"National","IND","NA228",136
"National","IND","NA229",59
"National","IND","NA229",60
"National","PPP","NA229",55732
